assembly_accession	organism_name	species_taxid	refseq_category
GCF_002117085.1	Nonlabens sediminis	319236	representative genome
GCF_002514735.1	Sediminicola luteus	319238	representative genome
GCF_000619945.1	Clostridium lundense DSM 17049	319475	representative genome
GCF_001438655.1	Pediococcus cellicola	319652	representative genome
GCF_001437405.1	Pediococcus ethanolidurans	319653	representative genome
GCF_010731115.1	Mycolicibacterium phocaicum	319706	representative genome
GCF_010730955.1	Mycolicibacterium aubagnense	319707	representative genome
GCF_011397855.1	Pseudomonas otitidis	319939	representative genome
GCF_001885905.1	Enterococcus devriesei	319970	representative genome
GCF_000723205.1	Formosa agariphila KMM 3901	320324	representative genome
GCF_007991115.1	Neoasaia chiangmaiensis	320497	representative genome
GCF_004343075.1	Rhodovulum marinum	320662	representative genome
GCF_003025595.1	Photobacterium ganghwense	320778	representative genome
GCF_001050135.1	Cyclobacterium amurskyense	320787	representative genome
GCF_000334455.1	Gordonia soli NBRC 108243	320799	representative genome
GCF_900105545.1	Maribacter dokdonensis	320912	representative genome
GCF_001458175.1	Shimia marina	321267	representative genome
GCF_003937815.1	Tenacibaculum litoreum	321269	representative genome
GCF_001571065.1	Dietzia cinnamea NBRC 102147	321318	representative genome
GCF_900107235.1	Citreimonas salinaria	321339	representative genome
GCF_000425805.1	Pseudomonas vranovensis DSM 16006	321661	representative genome
GCF_002287825.1	Pseudomonas moraviensis	321662	representative genome
GCF_900103135.1	Halarsenatibacter silvermanii	321763	representative genome
GCF_000934565.1	Pseudomonas simiae	321846	representative genome
GCF_003217075.1	Paraburkholderia silvatlantica	321895	representative genome
GCF_009727155.1	Massilia dura	321982	representative genome
GCF_004322755.1	Massilia albidiflava	321983	representative genome
GCF_004421005.1	Massilia plicata	321984	representative genome
GCF_004209755.1	Massilia lutea	321985	representative genome
GCF_001553215.1	Porphyromonas somerae	322095	representative genome
GCF_902760635.1	Sharpea azabuensis	322505	representative genome
GCF_003610395.1	Dietzia kunjamensis	322509	representative genome
GCF_002735905.1	Williamsia marianensis	322609	representative genome
GCF_001637395.1	Leptolyngbya valderiana BDU 20041	322865	representative genome
GCF_002954355.1	Nonlabens tegetincola	323273	representative genome
GCF_003076515.1	Alcaligenes aquatilis	323284	representative genome
GCF_004216895.1	Aquimarina brevivitae	323412	representative genome
GCF_001632775.1	Dokdonella koreensis DS-123	323415	representative genome
GCF_003063475.1	Limnohabitans curvus	323423	representative genome
GCF_003585765.1	Pontibacter actiniarum	323450	representative genome
GCF_004341885.1	Shinella granuli	323621	representative genome
GCF_002086635.1	Mycobacterium alsense	324058	representative genome
GCF_002999455.1	Mesoplasma coleopterae	324078	representative genome
GCF_009730595.1	Spiroplasma tabanidicola	324079	representative genome
GCF_000820185.1	Aeromonas tecta	324617	representative genome
GCF_000473245.1	Bacillus infantis NRRL B-14911	324767	representative genome
GCF_009674765.1	Bacillus idriensis	324768	representative genome
GCF_005280215.1	Streptomyces lasalocidi	324833	representative genome
GCF_902829255.1	Metabacillus niabensis	324854	representative genome
GCF_008312835.1	Streptomyces marokkonensis	324855	representative genome
GCF_900113865.1	Streptosporangium canum	324952	representative genome
GCF_000826645.1	Psychroserpens mesophilus	325473	representative genome
GCF_000423045.1	Gramella portivictoriae DSM 23547	326069	representative genome
GCF_001653755.1	Dokdonia donghaensis DSW-1	326320	representative genome
GCF_001280865.1	Polaribacter dokdonensis DSW-5	326329	representative genome
GCF_007474635.1	Caballeronia humi	326474	representative genome
GCF_001544495.1	Caballeronia telluris	326475	representative genome
GCF_001544535.1	Caballeronia choica	326476	representative genome
GCF_900638345.1	Neisseria animaloris	326522	representative genome
GCF_900187305.1	Neisseria zoodegmatis	326523	representative genome
GCF_002104515.1	Colwellia polaris	326537	representative genome
GCF_000315075.1	Paraglaciecola psychrophila 170	326544	representative genome
GCF_000975095.1	Demequina aestuarii	327095	representative genome
GCF_000738005.1	Bifidobacterium crudilactis	327277	representative genome
GCF_000817745.2	Aphanocapsa montana BDHKU210001	327565	representative genome
GCF_002302615.1	Capnocytophaga leadbetteri	327575	representative genome
GCF_001854475.1	Pseudoalteromonas byunsanensis	327939	representative genome
GCF_001613145.1	Nocardia jejuensis NBRC 103114	328049	representative genome
GCF_001677335.1	Porphyrobacter dokdonensis DSW-74	328225	representative genome
GCF_000512235.1	Syntrophorhabdus aromaticivorans UI	328301	representative genome
GCF_001885765.1	Enterococcus aquimarinus	328396	representative genome
GCF_000332115.1	Nonlabens dokdonensis DSW-6	328515	representative genome
GCF_004342425.1	Dokdonella fugitiva	328517	representative genome
GCF_900624735.1	Parabacteroides goldsteinii DSM 19448 = WAL 12034	328812	representative genome
GCF_006542645.1	Alistipes onderdonkii subsp. vulgaris	328813	representative genome
GCF_005844225.1	Alistipes shahii	328814	representative genome
GCF_013340935.1	Azospirillum melinis	328839	representative genome
GCF_001904655.1	Chroogloeocystis siderophila 5.2 s.c.1	329163	representative genome
GCF_900100625.1	Flavobacterium saliperosum	329186	representative genome
GCF_010915725.1	Thiorhodococcus mannitoliphagus	329406	representative genome
GCF_005981925.1	Streptomyces albidochromogenes	329524	representative genome
GCF_000172175.1	Bacteroides intestinalis DSM 17393	329854	representative genome
GCF_000429825.1	Cohnella thermotolerans DSM 17683	329858	representative genome
GCF_900129935.1	Desulfosporosinus lacus DSM 15449	329936	representative genome
GCF_900197855.1	Helicobacter cynogastricus	329937	representative genome
GCF_002104435.1	Colwellia aestuarii	329993	representative genome
GCF_000717335.1	Amycolatopsis jejuensis	330084	representative genome
GCF_000196815.1	Nitrospira defluvii	330214	representative genome
GCF_001043175.1	Marinobacter psychrophilus	330734	representative genome
GCF_001046875.1	Tetrasphaera jenkinsii Ben 74	330834	representative genome
GCF_002091475.1	Sphingomonas azotifigens NBRC 15497	330920	representative genome
GCF_000013905.1	Psychrobacter cryohalolentis K5	330922	representative genome
GCF_001552435.1	Kribbia dieselivorans NBRC 106261	331526	representative genome
GCF_003667525.1	Mycetocola reblochoni	331618	representative genome
GCF_002117125.1	Nonlabens spongiae	331648	representative genome
GCF_001437075.1	Pediococcus stilesii	331679	representative genome
GCF_003367395.1	Pseudolabrys taiwanensis	331696	representative genome
GCF_003259335.1	Chitinophaga skermanii	331697	representative genome
GCF_000332155.1	Kamptonema formosum PCC 6407	331992	representative genome
GCF_000264945.2	Sphingobium indicum B90A	332055	representative genome
GCF_000091125.1	Sphingobium japonicum UT26S	332056	representative genome
GCF_013408165.1	Sphingobium francense	332057	representative genome
GCF_900142005.1	Dethiosulfatibacter aminovorans DSM 17477	332095	representative genome
GCF_003096175.1	Clostridium drakei	332101	representative genome
GCF_003130545.1	Shewanella xiamenensis	332186	representative genome
GCF_000092425.1	Truepera radiovictrix DSM 17093	332249	representative genome
GCF_000620865.1	Exiguobacterium sibiricum 7-3	332410	representative genome
GCF_002217795.2	Aquitalea magnusonii	332411	representative genome
GCF_004364635.1	Halospina denitrificans	332522	representative genome
GCF_900103885.1	Actinomyces ruminicola	332524	representative genome
GCF_001886225.1	Enterococcus silesiacus	332949	representative genome
GCF_001886275.1	Enterococcus termitis	332950	representative genome
GCF_900109365.1	Parapedobacter koreensis	332977	representative genome
GCF_007833675.1	Pedobacter suwonensis	332999	representative genome
GCF_000787375.1	Alkalihalobacillus okhensis	333138	representative genome
GCF_001592965.1	Roseivirga spongicola	333140	representative genome
GCF_900100695.1	Klenkia brasiliensis	333142	representative genome
GCF_003466005.1	Enterocloster asparagiformis	333367	representative genome
GCF_002937075.1	Rhodoblastus sphagnicola	333368	representative genome
GCF_003385415.1	Chryseobacterium piscium	333702	representative genome
GCF_900475855.1	Providencia heimbachae	333962	representative genome
GCF_010748935.1	Providencia vermicola	333965	representative genome
GCF_900114645.1	Gracilibacillus orientalis	334253	representative genome
GCF_003944715.1	Hymenobacter rigui	334424	representative genome
GCF_002893965.1	Rhodococcus qingshengii	334542	representative genome
GCF_000012305.1	Psychrobacter arcticus 273-4	334543	representative genome
GCF_000751075.1	Rickettsia tamurae	334545	representative genome
GCF_001996165.1	Salinivibrio proteolyticus	334715	representative genome
GCF_000826145.2	Sporosarcina koreensis	334735	representative genome
GCF_000757795.1	Methylobacterium oryzae CBMB20	334852	representative genome
GCF_900114255.1	Mesorhizobium albiziae	335020	representative genome
GCF_002943495.1	Ochrobactrum oryzae	335286	representative genome
GCF_003967095.1	Sphingosinicella microcystinivorans	335406	representative genome
GCF_007556705.1	Tepidimonas thermarum	335431	representative genome
GCF_000426765.1	Vibrio litoralis DSM 17657	335972	representative genome
GCF_900099735.1	Arthrobacter subterraneus	335973	representative genome
GCF_900103185.1	Sulfitobacter litoralis	335975	representative genome
GCF_004152845.1	Sphingobium fuliginis	336203	representative genome
GCF_000233775.1	Thermovirga lienii DSM 17291	336261	representative genome
GCF_900102505.1	Paracoccus tibetensis	336292	representative genome
GCF_001431485.1	Stenotrophomonas ginsengisoli	336566	representative genome
GCF_900111395.1	Thorsellia anophelis DSM 18579	336804	representative genome
GCF_000473765.1	Rhodonellum psychrophilum GCM71 = DSM 17998	336828	representative genome
GCF_000987775.1	Arsukibacterium ikkense	336831	representative genome
GCF_000241055.1	Oenococcus kitaharae DSM 17330	336988	representative genome
GCF_000373265.1	Pontibacter roseus DSM 17521	336989	representative genome
GCF_004216575.1	Microcella putealis	337005	representative genome
GCF_000012585.1	Chlorobium chlorochromatii CaD3	337090	representative genome
GCF_001730235.1	Vulcanibacillus modesticaldus	337097	representative genome
GCF_003987435.1	Idiomarina taiwanensis	337250	representative genome
GCF_013409785.1	Microbacterium immunditiarum	337480	representative genome
GCF_900142665.1	Roseovarius pacificus	337701	representative genome
GCF_000429365.1	Pseudodonghicola xiamenensis DSM 18339	337702	representative genome
GCF_009469765.1	Dechloromonas hortensis	337779	representative genome
GCF_006716765.1	Actinomadura hallensis	337895	representative genome
GCF_000304195.1	Bacteroides finegoldii CL09T03C10	338188	representative genome
GCF_000026185.1	Erwinia tasmaniensis Et1/99	338565	representative genome
GCF_000222105.3	Mycobacterium colombiense CECT 3035	339268	representative genome
GCF_000620765.1	Desulfovermiculus halophilus DSM 18834	339722	representative genome
GCF_000244895.1	Desulfosporosinus youngiae DSM 17734	339862	representative genome
GCF_001418255.1	Thiomonas bhubaneswarensis	339866	representative genome
GCF_900156595.1	Thalassobius mediterraneus	340021	representative genome
GCF_000750955.1	Criblamydia sequanensis CRIB-18	340071	representative genome
GCF_000423865.1	Thermodesulfovibrio thiophilus DSM 17215	340095	representative genome
GCF_000430685.1	Tuberibacillus calidus DSM 17572	340097	representative genome
GCF_005960665.1	Exiguobacterium mexicanum	340146	representative genome
GCF_004217175.1	Leucobacter luti	340320	representative genome
GCF_001747425.1	Actinoalloteichus hymeniacidonis	340345	representative genome
GCF_000429925.1	Desulfatirhabdium butyrativorans DSM 18734	340467	representative genome
GCF_000312305.1	Prevotella conceptionensis 9403948	340486	representative genome
GCF_000374525.1	Amorphus coralli DSM 19760	340680	representative genome
GCF_000711735.1	Desulfovibrio frigidus DSM 17176	340956	representative genome
GCF_900113335.1	Desulfotomaculum arcticum DSM 17038	341036	representative genome
GCF_001267925.1	Herbaspirillum hiltneri N3	341045	representative genome
GCF_900129135.1	Lactonifactor longoviformis DSM 17459	341220	representative genome
GCF_902377525.1	[Clostridium] saccharogumia	341225	representative genome
GCF_000147675.1	Peptostreptococcus stomatis DSM 17678	341694	representative genome
GCF_000425105.1	Agrococcus lahaulensis DSM 17612	341722	representative genome
GCF_002086515.1	Mycolicibacter arupensis	342002	representative genome
GCF_000959365.1	Burkholderia oklahomensis C6786	342113	representative genome
GCF_000519205.1	Amycolatopsis taiwanensis DSM 45107	342230	representative genome
GCF_001311035.1	Mediterraneibacter glycyrrhizinilyticus JCM 13369	342942	representative genome
GCF_003610495.1	Sinobaca qinghaiensis	342944	representative genome
GCF_004358345.1	Parashewanella spongiae	342950	representative genome
GCF_001418085.1	Lacinutrix algicola	342954	representative genome
GCF_001418015.1	Lacinutrix mariniflava	342955	representative genome
GCF_900116825.1	Acidovorax caeni	343013	representative genome
GCF_013402795.1	Costertonia aggregata	343403	representative genome
GCF_900639875.1	Legionella impletisoli	343510	representative genome
GCF_900163565.1	Agrococcus casei LMG 22410	343512	representative genome
GCF_000403375.2	Paenibacillus barengoltzii G22	343517	representative genome
GCF_013488205.1	Empedobacter falsenii	343874	representative genome
GCF_013409465.1	Microbacterium pumilum	344165	representative genome
GCF_000153725.1	Salipiger bermudensis HTCC2601	344736	representative genome
GCF_002197685.1	Sphingomonas dokdonensis	344880	representative genome
GCF_000422705.1	Flavobacterium soli DSM 19725	344881	representative genome
GCF_001431405.1	Pseudoxanthomonas dokdonensis	344882	representative genome
